=== Re-evaluation on test set ===

User supplied test set
Relation:     Standardized_blind(1)
Instances:     unknown (yet). Reading incrementally
Attributes:   29

=== Predictions on user test set ===

    inst#     actual  predicted error prediction
     3900        1:?        2:N       0.783 
     3901        1:?        1:P       0.904 
     3902        1:?        2:N       0.984 
     3903        1:?        1:P       0.685 
     3904        1:?        2:N       0.994 
     3905        1:?        2:N       0.622 
     3906        1:?        2:N       0.954 
     3907        1:?        2:N       0.721 
     3908        1:?        2:N       0.875 
     3909        1:?        2:N       0.916 
     3910        1:?        2:N       0.947 
     3911        1:?        1:P       0.568 
     3912        1:?        2:N       0.938 
     3913        1:?        2:N       0.925 
     3914        1:?        2:N       0.925 
     3915        1:?        2:N       0.877 
     3916        1:?        2:N       0.99 
     3917        1:?        1:P       0.748 
     3918        1:?        2:N       0.739 
     3919        1:?        1:P       0.964 
     3920        1:?        2:N       0.884 
     3921        1:?        2:N       0.991 
     3922        1:?        2:N       0.991 
     3923        1:?        2:N       0.98 
     3924        1:?        2:N       0.786 
     3925        1:?        2:N       0.986 
     3926        1:?        2:N       0.845 
     3927        1:?        2:N       0.894 
     3928        1:?        1:P       0.949 
     3929        1:?        2:N       0.953 
     3930        1:?        2:N       0.975 
     3931        1:?        1:P       0.776 
     3932        1:?        2:N       0.987 
     3933        1:?        2:N       0.979 
     3934        1:?        1:P       0.588 
     3935        1:?        2:N       0.638 
     3936        1:?        2:N       0.81 
     3937        1:?        1:P       0.805 
     3938        1:?        2:N       0.959 
     3939        1:?        2:N       0.781 
     3940        1:?        2:N       0.763 
     3941        1:?        2:N       0.996 
     3942        1:?        2:N       0.823 
     3943        1:?        2:N       0.984 
     3944        1:?        2:N       0.962 
     3945        1:?        2:N       0.773 
     3946        1:?        2:N       0.759 
     3947        1:?        2:N       0.906 
     3948        1:?        2:N       0.978 
     3949        1:?        2:N       0.606 
     3950        1:?        2:N       0.85 
     3951        1:?        2:N       0.948 
     3952        1:?        2:N       0.831 
     3953        1:?        2:N       0.851 
     3954        1:?        1:P       0.994 
     3955        1:?        2:N       0.949 
     3956        1:?        2:N       0.915 
     3957        1:?        2:N       0.903 
     3958        1:?        2:N       0.978 
     3959        1:?        2:N       0.887 
     3960        1:?        2:N       0.678 
     3961        1:?        2:N       0.768 
     3962        1:?        1:P       0.845 
     3963        1:?        2:N       0.992 
     3964        1:?        2:N       0.824 
     3965        1:?        1:P       0.571 
     3966        1:?        2:N       0.818 
     3967        1:?        2:N       0.805 
     3968        1:?        2:N       0.739 
     3969        1:?        1:P       0.565 
     3970        1:?        2:N       0.963 
     3971        1:?        2:N       0.969 
     3972        1:?        2:N       0.763 
     3973        1:?        2:N       0.79 
     3974        1:?        2:N       0.967 
     3975        1:?        2:N       0.966 
     3976        1:?        2:N       0.951 
     3977        1:?        2:N       1 
     3978        1:?        2:N       0.999 
     3979        1:?        1:P       0.882 
     3980        1:?        2:N       0.905 
     3981        1:?        2:N       0.993 
     3982        1:?        2:N       0.652 
     3983        1:?        2:N       0.981 
     3984        1:?        2:N       0.802 
     3985        1:?        2:N       1 
     3986        1:?        2:N       0.57 
     3987        1:?        2:N       0.898 
     3988        1:?        1:P       0.814 
     3989        1:?        2:N       0.996 
     3990        1:?        2:N       0.975 
     3991        1:?        2:N       0.542 
     3992        1:?        1:P       0.961 
     3993        1:?        2:N       0.983 
     3994        1:?        2:N       0.901 
     3995        1:?        2:N       0.801 
     3996        1:?        2:N       0.946 
     3997        1:?        2:N       0.801 
     3998        1:?        2:N       0.921 
     3999        1:?        2:N       0.662 
     4000        1:?        1:P       0.894 
     4001        1:?        1:P       0.955 
     4002        1:?        2:N       0.948 
     4003        1:?        2:N       0.993 
     4004        1:?        2:N       0.991 
     4005        1:?        2:N       0.962 
     4006        1:?        2:N       0.975 
     4007        1:?        1:P       0.575 
     4008        1:?        2:N       0.523 
     4009        1:?        2:N       0.889 
     4010        1:?        2:N       0.935 
     4011        1:?        2:N       0.865 
     4012        1:?        2:N       0.812 
     4013        1:?        2:N       0.834 
     4014        1:?        2:N       0.955 
     4015        1:?        1:P       0.835 
     4016        1:?        2:N       0.89 
     4017        1:?        2:N       0.991 
     4018        1:?        2:N       0.56 
     4019        1:?        2:N       0.913 
     4020        1:?        2:N       0.98 
     4021        1:?        2:N       0.926 
     4022        1:?        2:N       0.924 
     4023        1:?        1:P       0.652 
     4024        1:?        1:P       0.729 
     4025        1:?        1:P       0.782 
     4026        1:?        2:N       0.995 
     4027        1:?        2:N       0.919 
     4028        1:?        2:N       0.777 
     4029        1:?        2:N       0.888 
     4030        1:?        2:N       0.737 
     4031        1:?        2:N       0.645 
     4032        1:?        2:N       0.993 
     4033        1:?        2:N       0.993 
     4034        1:?        2:N       0.801 
     4035        1:?        2:N       0.999 
     4036        1:?        2:N       0.982 
     4037        1:?        2:N       0.56 
     4038        1:?        2:N       0.736 
     4039        1:?        1:P       0.625 
     4040        1:?        2:N       0.738 
     4041        1:?        2:N       0.714 
     4042        1:?        2:N       0.948 
     4043        1:?        2:N       0.861 
     4044        1:?        2:N       0.933 
     4045        1:?        1:P       0.984 
     4046        1:?        2:N       0.96 
     4047        1:?        2:N       0.958 
     4048        1:?        2:N       0.913 
     4049        1:?        2:N       0.777 
     4050        1:?        2:N       0.842 
     4051        1:?        2:N       0.996 
     4052        1:?        2:N       0.984 
     4053        1:?        2:N       0.99 
     4054        1:?        1:P       0.578 
     4055        1:?        2:N       0.679 
     4056        1:?        2:N       0.997 
     4057        1:?        2:N       0.978 
     4058        1:?        2:N       0.906 
     4059        1:?        2:N       0.992 
     4060        1:?        2:N       0.926 
     4061        1:?        2:N       0.982 
     4062        1:?        2:N       0.709 
     4063        1:?        2:N       0.86 
     4064        1:?        2:N       0.998 
     4065        1:?        2:N       0.99 
     4066        1:?        2:N       0.77 
     4067        1:?        2:N       0.994 
     4068        1:?        2:N       0.953 
     4069        1:?        2:N       0.667 
     4070        1:?        2:N       0.951 
     4071        1:?        2:N       0.846 
     4072        1:?        1:P       0.55 
     4073        1:?        2:N       0.958 
     4074        1:?        2:N       0.93 
     4075        1:?        2:N       0.995 
     4076        1:?        2:N       0.986 
     4077        1:?        2:N       0.854 
     4078        1:?        2:N       0.959 
     4079        1:?        1:P       0.625 
     4080        1:?        2:N       0.998 
     4081        1:?        2:N       0.856 
     4082        1:?        2:N       0.978 
     4083        1:?        2:N       0.708 
     4084        1:?        2:N       0.963 
     4085        1:?        2:N       0.676 
     4086        1:?        2:N       0.831 
     4087        1:?        2:N       0.979 
     4088        1:?        2:N       0.928 
     4089        1:?        1:P       0.561 
     4090        1:?        2:N       0.75 
     4091        1:?        2:N       0.978 
     4092        1:?        2:N       0.982 
     4093        1:?        2:N       0.985 
     4094        1:?        2:N       0.906 
     4095        1:?        2:N       0.963 
     4096        1:?        2:N       0.983 
     4097        1:?        2:N       0.952 
     4098        1:?        2:N       0.951 
     4099        1:?        2:N       0.996 
     4100        1:?        2:N       0.998 
     4101        1:?        2:N       0.98 
     4102        1:?        2:N       0.827 
     4103        1:?        2:N       0.983 
     4104        1:?        2:N       0.932 
     4105        1:?        2:N       0.929 
     4106        1:?        2:N       0.926 
     4107        1:?        2:N       0.982 
     4108        1:?        2:N       0.93 
     4109        1:?        2:N       0.943 
     4110        1:?        1:P       0.691 
     4111        1:?        2:N       0.843 
     4112        1:?        2:N       0.968 
     4113        1:?        1:P       0.56 
     4114        1:?        2:N       0.904 
     4115        1:?        2:N       0.939 
     4116        1:?        2:N       0.955 
     4117        1:?        1:P       0.856 
     4118        1:?        2:N       0.867 
     4119        1:?        1:P       0.876 
     4120        1:?        2:N       0.961 
     4121        1:?        2:N       0.994 
     4122        1:?        2:N       0.949 
     4123        1:?        2:N       0.711 
     4124        1:?        2:N       0.997 
     4125        1:?        2:N       0.915 
     4126        1:?        2:N       0.987 
     4127        1:?        2:N       0.866 
     4128        1:?        2:N       0.789 
     4129        1:?        2:N       0.898 
     4130        1:?        2:N       0.729 
     4131        1:?        2:N       0.995 
     4132        1:?        2:N       0.983 
     4133        1:?        2:N       0.967 
     4134        1:?        2:N       0.967 
     4135        1:?        2:N       0.977 
     4136        1:?        1:P       0.53 
     4137        1:?        2:N       0.968 
     4138        1:?        1:P       0.898 
     4139        1:?        2:N       0.981 
     4140        1:?        1:P       0.601 
     4141        1:?        2:N       0.963 
     4142        1:?        2:N       0.633 
     4143        1:?        2:N       0.963 
     4144        1:?        2:N       0.54 
     4145        1:?        2:N       0.984 
     4146        1:?        2:N       0.959 
     4147        1:?        2:N       0.936 
     4148        1:?        2:N       0.959 
     4149        1:?        2:N       0.979 
     4150        1:?        2:N       0.933 
     4151        1:?        1:P       0.751 
     4152        1:?        1:P       0.817 
     4153        1:?        1:P       0.854 
     4154        1:?        2:N       0.982 
     4155        1:?        2:N       0.992 
     4156        1:?        2:N       0.506 
     4157        1:?        2:N       0.993 
     4158        1:?        2:N       0.972 
     4159        1:?        2:N       0.968 
     4160        1:?        1:P       0.634 
     4161        1:?        2:N       0.994 
     4162        1:?        2:N       0.989 
     4163        1:?        2:N       0.833 
     4164        1:?        2:N       0.999 
     4165        1:?        2:N       0.989 
     4166        1:?        2:N       0.99 
     4167        1:?        2:N       0.949 
     4168        1:?        2:N       0.945 
     4169        1:?        2:N       0.877 
     4170        1:?        2:N       0.779 
     4171        1:?        2:N       0.72 
     4172        1:?        2:N       0.937 
     4173        1:?        2:N       0.989 
     4174        1:?        2:N       0.888 
     4175        1:?        2:N       0.959 
     4176        1:?        2:N       0.795 
     4177        1:?        2:N       0.981 
     4178        1:?        2:N       0.988 
     4179        1:?        2:N       0.932 
     4180        1:?        1:P       0.997 
     4181        1:?        2:N       0.994 
     4182        1:?        2:N       0.894 
     4183        1:?        2:N       0.995 
     4184        1:?        2:N       0.996 
     4185        1:?        2:N       0.925 
     4186        1:?        2:N       0.819 
     4187        1:?        2:N       0.532 
     4188        1:?        2:N       0.982 
     4189        1:?        2:N       0.591 
     4190        1:?        2:N       0.857 
     4191        1:?        2:N       0.995 
     4192        1:?        1:P       0.995 
     4193        1:?        2:N       0.826 
     4194        1:?        2:N       0.818 
     4195        1:?        2:N       0.989 
     4196        1:?        2:N       0.932 
     4197        1:?        2:N       0.878 
     4198        1:?        1:P       0.849 
     4199        1:?        2:N       0.895 
     4200        1:?        1:P       0.844 
     4201        1:?        2:N       0.974 
     4202        1:?        2:N       0.941 
     4203        1:?        1:P       0.518 
     4204        1:?        1:P       0.678 
     4205        1:?        2:N       0.925 
     4206        1:?        2:N       0.924 
     4207        1:?        2:N       0.98 
     4208        1:?        2:N       0.623 
     4209        1:?        1:P       0.715 
     4210        1:?        2:N       0.81 
     4211        1:?        2:N       0.741 
     4212        1:?        1:P       0.521 
     4213        1:?        2:N       0.991 
     4214        1:?        1:P       0.609 
     4215        1:?        2:N       0.856 
     4216        1:?        2:N       0.769 
     4217        1:?        2:N       0.954 
     4218        1:?        2:N       0.844 
     4219        1:?        2:N       0.857 
     4220        1:?        1:P       0.527 
     4221        1:?        2:N       0.729 
     4222        1:?        1:P       0.512 
     4223        1:?        2:N       0.982 
     4224        1:?        2:N       0.983 
     4225        1:?        2:N       0.739 
     4226        1:?        1:P       0.93 
     4227        1:?        2:N       0.813 
     4228        1:?        2:N       0.999 
     4229        1:?        2:N       0.798 
     4230        1:?        2:N       0.724 
     4231        1:?        2:N       0.97 
     4232        1:?        2:N       0.968 
     4233        1:?        2:N       0.962 
     4234        1:?        2:N       0.874 
     4235        1:?        2:N       0.868 
     4236        1:?        2:N       0.903 
     4237        1:?        2:N       0.88 
     4238        1:?        2:N       0.983 
     4239        1:?        2:N       0.627 
     4240        1:?        2:N       0.988 
     4241        1:?        2:N       0.821 
     4242        1:?        2:N       0.982 
     4243        1:?        2:N       0.808 
     4244        1:?        2:N       0.718 
     4245        1:?        2:N       0.993 
     4246        1:?        2:N       0.901 
     4247        1:?        2:N       0.853 
     4248        1:?        2:N       0.886 
     4249        1:?        2:N       0.982 
     4250        1:?        2:N       0.989 
     4251        1:?        2:N       0.751 
     4252        1:?        1:P       0.864 
     4253        1:?        2:N       0.989 
     4254        1:?        1:P       0.71 
     4255        1:?        2:N       0.998 
     4256        1:?        2:N       0.928 
     4257        1:?        2:N       0.93 
     4258        1:?        1:P       0.826 
     4259        1:?        2:N       0.703 
     4260        1:?        2:N       0.975 
     4261        1:?        2:N       0.992 
     4262        1:?        2:N       0.985 
     4263        1:?        2:N       0.912 
     4264        1:?        2:N       0.989 
     4265        1:?        2:N       0.831 
     4266        1:?        2:N       0.887 
     4267        1:?        2:N       0.829 
     4268        1:?        2:N       0.976 
     4269        1:?        2:N       0.562 
     4270        1:?        2:N       0.892 
     4271        1:?        2:N       0.982 
     4272        1:?        2:N       0.94 
     4273        1:?        1:P       0.654 
     4274        1:?        2:N       0.94 
     4275        1:?        2:N       0.957 
     4276        1:?        1:P       0.851 
     4277        1:?        2:N       0.893 
     4278        1:?        2:N       0.662 
     4279        1:?        2:N       0.984 
     4280        1:?        2:N       0.851 
     4281        1:?        1:P       0.866 
     4282        1:?        2:N       0.929 
     4283        1:?        2:N       0.98 
     4284        1:?        2:N       0.778 
     4285        1:?        2:N       0.987 
     4286        1:?        2:N       0.925 
     4287        1:?        2:N       0.999 
     4288        1:?        2:N       0.989 
     4289        1:?        2:N       0.838 
     4290        1:?        2:N       0.645 
     4291        1:?        1:P       0.558 
     4292        1:?        1:P       0.915 
     4293        1:?        2:N       0.516 
     4294        1:?        2:N       0.608 
     4295        1:?        2:N       0.994 
     4296        1:?        1:P       0.558 
     4297        1:?        2:N       1 
     4298        1:?        2:N       0.885 
     4299        1:?        2:N       0.994 
     4300        1:?        2:N       0.908 
     4301        1:?        2:N       0.81 
     4302        1:?        2:N       0.897 
     4303        1:?        1:P       0.959 
     4304        1:?        2:N       0.91 
     4305        1:?        2:N       0.807 
     4306        1:?        2:N       0.924 
     4307        1:?        2:N       0.853 
     4308        1:?        2:N       0.956 
     4309        1:?        2:N       0.967 
     4310        1:?        2:N       0.975 
     4311        1:?        1:P       0.818 
     4312        1:?        2:N       0.998 
     4313        1:?        2:N       0.531 
     4314        1:?        2:N       0.925 
     4315        1:?        2:N       0.915 
     4316        1:?        2:N       0.978 
     4317        1:?        2:N       0.849 
     4318        1:?        2:N       0.716 
     4319        1:?        2:N       0.95 
     4320        1:?        2:N       0.87 
     4321        1:?        2:N       0.876 
     4322        1:?        2:N       0.995 
     4323        1:?        2:N       0.785 
     4324        1:?        2:N       0.96 
     4325        1:?        2:N       0.986 
     4326        1:?        2:N       0.993 
     4327        1:?        2:N       0.628 
     4328        1:?        2:N       0.976 
     4329        1:?        2:N       0.683 
     4330        1:?        2:N       0.818 
     4331        1:?        2:N       0.906 
     4332        1:?        2:N       0.973 
     4333        1:?        2:N       0.913 
     4334        1:?        1:P       0.694 
     4335        1:?        2:N       0.7 
     4336        1:?        2:N       0.998 
     4337        1:?        2:N       0.786 
     4338        1:?        2:N       0.98 
     4339        1:?        2:N       0.985 
     4340        1:?        2:N       0.994 
     4341        1:?        2:N       0.996 
     4342        1:?        2:N       0.511 
     4343        1:?        2:N       0.978 
     4344        1:?        1:P       0.861 
     4345        1:?        2:N       0.639 
     4346        1:?        2:N       0.767 
     4347        1:?        2:N       0.916 
     4348        1:?        1:P       0.825 
     4349        1:?        2:N       0.98 
     4350        1:?        2:N       0.93 
     4351        1:?        2:N       0.757 
     4352        1:?        1:P       0.956 
     4353        1:?        2:N       0.91 
     4354        1:?        2:N       0.997 
     4355        1:?        2:N       0.949 
     4356        1:?        2:N       0.907 
     4357        1:?        2:N       0.984 
     4358        1:?        2:N       0.954 
     4359        1:?        2:N       0.684 
     4360        1:?        2:N       0.707 
     4361        1:?        2:N       0.774 
     4362        1:?        2:N       0.764 
     4363        1:?        2:N       0.967 
     4364        1:?        2:N       0.559 
     4365        1:?        2:N       0.909 
     4366        1:?        2:N       0.987 
     4367        1:?        2:N       0.912 
     4368        1:?        2:N       0.922 
     4369        1:?        2:N       0.948 
     4370        1:?        2:N       0.979 
     4371        1:?        2:N       0.978 
     4372        1:?        2:N       0.523 
     4373        1:?        2:N       0.909 
     4374        1:?        2:N       0.914 
     4375        1:?        2:N       0.812 
     4376        1:?        1:P       0.66 
     4377        1:?        2:N       0.781 
     4378        1:?        2:N       0.911 
     4379        1:?        2:N       0.972 
     4380        1:?        1:P       0.512 
     4381        1:?        1:P       0.867 
     4382        1:?        1:P       0.889 
     4383        1:?        2:N       0.947 
     4384        1:?        2:N       0.653 
     4385        1:?        2:N       0.948 
     4386        1:?        2:N       0.971 
     4387        1:?        2:N       0.755 
     4388        1:?        2:N       0.703 
     4389        1:?        2:N       0.969 
     4390        1:?        2:N       0.973 
     4391        1:?        1:P       0.604 
     4392        1:?        2:N       0.712 
     4393        1:?        1:P       0.87 
     4394        1:?        2:N       0.877 
     4395        1:?        2:N       0.646 
     4396        1:?        2:N       0.901 
     4397        1:?        1:P       0.974 
     4398        1:?        2:N       0.997 
     4399        1:?        2:N       0.995 
     4400        1:?        2:N       0.996 
     4401        1:?        1:P       0.625 
     4402        1:?        2:N       0.911 
     4403        1:?        2:N       0.921 
     4404        1:?        2:N       0.973 
     4405        1:?        2:N       0.9 
     4406        1:?        1:P       0.722 
     4407        1:?        2:N       0.662 
     4408        1:?        2:N       0.934 
     4409        1:?        2:N       0.98 
     4410        1:?        2:N       0.894 
     4411        1:?        2:N       0.99 
     4412        1:?        2:N       0.967 
     4413        1:?        2:N       0.58 
     4414        1:?        2:N       0.991 
     4415        1:?        2:N       0.89 
     4416        1:?        2:N       0.973 
     4417        1:?        2:N       0.906 
     4418        1:?        2:N       0.977 
     4419        1:?        2:N       0.544 
     4420        1:?        2:N       0.996 
     4421        1:?        2:N       0.713 
     4422        1:?        1:P       0.735 
     4423        1:?        2:N       0.721 
     4424        1:?        2:N       0.939 
     4425        1:?        2:N       0.97 
     4426        1:?        2:N       0.947 
     4427        1:?        2:N       0.995 
     4428        1:?        2:N       0.97 
     4429        1:?        2:N       0.767 
     4430        1:?        1:P       0.933 
     4431        1:?        1:P       0.963 
     4432        1:?        2:N       0.976 
     4433        1:?        1:P       0.709 
     4434        1:?        2:N       0.99 
     4435        1:?        2:N       0.521 
     4436        1:?        2:N       0.954 
     4437        1:?        2:N       0.877 
     4438        1:?        2:N       0.914 
     4439        1:?        2:N       0.696 
     4440        1:?        1:P       0.598 
     4441        1:?        2:N       0.985 
     4442        1:?        1:P       0.599 
     4443        1:?        2:N       0.96 
     4444        1:?        2:N       0.864 
     4445        1:?        2:N       0.956 
     4446        1:?        2:N       0.877 
     4447        1:?        2:N       0.983 
     4448        1:?        2:N       0.996 
     4449        1:?        2:N       0.989 
     4450        1:?        1:P       0.968 
     4451        1:?        1:P       0.895 
     4452        1:?        1:P       0.961 
     4453        1:?        2:N       0.842 
     4454        1:?        2:N       0.785 
     4455        1:?        2:N       0.998 
     4456        1:?        1:P       0.977 
     4457        1:?        1:P       0.784 
     4458        1:?        2:N       0.899 
     4459        1:?        2:N       0.989 
     4460        1:?        2:N       0.962 
     4461        1:?        2:N       0.886 
     4462        1:?        1:P       0.994 
     4463        1:?        2:N       0.916 
     4464        1:?        2:N       0.997 
     4465        1:?        2:N       0.789 
     4466        1:?        2:N       0.739 
     4467        1:?        2:N       0.826 
     4468        1:?        2:N       0.801 
     4469        1:?        1:P       0.858 
     4470        1:?        2:N       0.987 
     4471        1:?        1:P       0.819 
     4472        1:?        2:N       0.854 
     4473        1:?        2:N       0.892 
     4474        1:?        2:N       0.872 
     4475        1:?        2:N       0.726 
     4476        1:?        2:N       0.889 
     4477        1:?        2:N       0.895 
     4478        1:?        2:N       0.991 
     4479        1:?        2:N       0.956 
     4480        1:?        1:P       0.935 
     4481        1:?        1:P       0.834 
     4482        1:?        1:P       0.994 
     4483        1:?        2:N       0.959 
     4484        1:?        2:N       0.955 
     4485        1:?        2:N       0.973 
     4486        1:?        2:N       0.922 
     4487        1:?        2:N       0.868 
     4488        1:?        2:N       0.97 
     4489        1:?        2:N       0.806 
     4490        1:?        2:N       0.616 
     4491        1:?        1:P       0.616 
     4492        1:?        2:N       0.989 
     4493        1:?        2:N       0.935 
     4494        1:?        2:N       0.891 
     4495        1:?        2:N       0.92 
     4496        1:?        2:N       0.997 
     4497        1:?        2:N       0.945 
     4498        1:?        2:N       0.914 
     4499        1:?        2:N       0.762 
     4500        1:?        2:N       0.999 
     4501        1:?        2:N       0.919 
     4502        1:?        2:N       0.791 
     4503        1:?        2:N       0.959 
     4504        1:?        2:N       0.973 
     4505        1:?        2:N       0.999 
     4506        1:?        2:N       0.926 
     4507        1:?        1:P       0.993 
     4508        1:?        1:P       0.779 
     4509        1:?        2:N       0.95 
     4510        1:?        1:P       0.885 
     4511        1:?        1:P       0.847 
     4512        1:?        2:N       0.981 
     4513        1:?        2:N       0.985 
     4514        1:?        1:P       0.502 
     4515        1:?        2:N       0.997 
     4516        1:?        2:N       0.982 
     4517        1:?        2:N       0.959 
     4518        1:?        2:N       0.911 
     4519        1:?        1:P       0.838 
     4520        1:?        1:P       0.955 
     4521        1:?        2:N       0.996 
     4522        1:?        2:N       0.936 
     4523        1:?        2:N       0.774 
     4524        1:?        2:N       0.875 
     4525        1:?        2:N       0.934 
     4526        1:?        1:P       0.791 
     4527        1:?        2:N       0.908 
     4528        1:?        2:N       0.607 
     4529        1:?        2:N       0.941 
     4530        1:?        2:N       0.995 
     4531        1:?        2:N       0.91 
     4532        1:?        2:N       0.913 
     4533        1:?        2:N       0.573 
     4534        1:?        2:N       0.948 
     4535        1:?        1:P       0.87 
     4536        1:?        2:N       0.801 
     4537        1:?        2:N       0.694 
     4538        1:?        2:N       0.938 
     4539        1:?        2:N       0.992 
     4540        1:?        2:N       0.952 
     4541        1:?        2:N       0.797 
     4542        1:?        2:N       0.763 
     4543        1:?        2:N       0.684 
     4544        1:?        2:N       0.826 
     4545        1:?        2:N       0.716 
     4546        1:?        2:N       0.699 
     4547        1:?        2:N       0.993 
     4548        1:?        2:N       0.748 
     4549        1:?        2:N       0.862 
     4550        1:?        1:P       0.823 
     4551        1:?        2:N       0.799 
     4552        1:?        2:N       0.925 
     4553        1:?        2:N       0.927 
     4554        1:?        1:P       0.954 
     4555        1:?        2:N       0.99 
     4556        1:?        1:P       0.837 
     4557        1:?        2:N       0.882 
     4558        1:?        2:N       0.993 
     4559        1:?        2:N       0.932 
     4560        1:?        2:N       0.914 
     4561        1:?        2:N       0.934 
     4562        1:?        1:P       0.857 
     4563        1:?        1:P       0.725 
     4564        1:?        2:N       0.983 
     4565        1:?        1:P       0.777 
     4566        1:?        1:P       0.881 
     4567        1:?        2:N       0.75 
     4568        1:?        2:N       0.729 
     4569        1:?        2:N       0.995 
     4570        1:?        2:N       0.903 
     4571        1:?        2:N       0.932 
     4572        1:?        2:N       0.926 
     4573        1:?        2:N       0.744 
     4574        1:?        2:N       0.997 
     4575        1:?        2:N       0.967 
     4576        1:?        2:N       0.976 
     4577        1:?        1:P       0.563 
     4578        1:?        1:P       0.989 
     4579        1:?        2:N       0.833 
     4580        1:?        1:P       0.806 
     4581        1:?        2:N       0.973 
     4582        1:?        2:N       0.824 
     4583        1:?        2:N       0.999 
     4584        1:?        2:N       0.991 
     4585        1:?        1:P       0.761 
     4586        1:?        2:N       0.994 
     4587        1:?        2:N       0.562 
     4588        1:?        2:N       0.966 
     4589        1:?        2:N       0.996 
     4590        1:?        2:N       0.992 
     4591        1:?        1:P       0.808 
     4592        1:?        2:N       0.951 
     4593        1:?        2:N       0.637 
     4594        1:?        1:P       0.921 
     4595        1:?        2:N       0.856 
     4596        1:?        2:N       0.84 
     4597        1:?        2:N       0.863 
     4598        1:?        2:N       0.997 
     4599        1:?        2:N       0.948 
     4600        1:?        2:N       0.687 
     4601        1:?        2:N       0.74 
     4602        1:?        1:P       0.971 
     4603        1:?        1:P       0.703 
     4604        1:?        2:N       0.983 
     4605        1:?        2:N       0.961 
     4606        1:?        1:P       0.666 
     4607        1:?        2:N       0.935 
     4608        1:?        2:N       0.814 
     4609        1:?        2:N       0.792 
     4610        1:?        2:N       0.96 
     4611        1:?        2:N       0.978 
     4612        1:?        2:N       0.997 
     4613        1:?        2:N       0.879 
     4614        1:?        1:P       0.828 
     4615        1:?        2:N       0.609 
     4616        1:?        2:N       0.922 
     4617        1:?        2:N       0.957 
     4618        1:?        2:N       0.949 
     4619        1:?        2:N       0.986 
     4620        1:?        2:N       0.928 
     4621        1:?        1:P       0.57 
     4622        1:?        2:N       0.923 
     4623        1:?        2:N       0.803 
     4624        1:?        2:N       0.655 
     4625        1:?        2:N       0.893 
     4626        1:?        2:N       0.926 
     4627        1:?        2:N       0.957 
     4628        1:?        2:N       0.948 
     4629        1:?        2:N       0.973 
     4630        1:?        2:N       0.753 
     4631        1:?        1:P       0.769 
     4632        1:?        2:N       0.859 
     4633        1:?        2:N       0.992 
     4634        1:?        2:N       0.922 
     4635        1:?        2:N       0.998 
     4636        1:?        2:N       0.944 
     4637        1:?        2:N       0.516 
     4638        1:?        2:N       0.943 
     4639        1:?        1:P       0.854 
     4640        1:?        2:N       0.991 
     4641        1:?        2:N       0.856 
     4642        1:?        2:N       0.673 
     4643        1:?        2:N       0.942 
     4644        1:?        2:N       0.921 
     4645        1:?        1:P       0.734 
     4646        1:?        2:N       0.996 
     4647        1:?        2:N       0.797 
     4648        1:?        2:N       0.821 
     4649        1:?        2:N       0.968 
     4650        1:?        2:N       0.98 
     4651        1:?        2:N       0.995 
     4652        1:?        1:P       0.528 
     4653        1:?        2:N       0.916 
     4654        1:?        2:N       0.989 
     4655        1:?        2:N       0.984 
     4656        1:?        2:N       0.813 
     4657        1:?        2:N       0.768 
     4658        1:?        2:N       0.894 
     4659        1:?        2:N       0.984 
     4660        1:?        2:N       0.812 
     4661        1:?        2:N       0.986 
     4662        1:?        1:P       0.686 
     4663        1:?        2:N       0.94 
     4664        1:?        2:N       0.99 
     4665        1:?        2:N       0.999 
     4666        1:?        2:N       0.986 
     4667        1:?        2:N       0.847 
     4668        1:?        2:N       0.946 
     4669        1:?        2:N       0.917 
     4670        1:?        2:N       0.551 
     4671        1:?        2:N       0.698 
     4672        1:?        2:N       0.859 
     4673        1:?        2:N       0.964 
     4674        1:?        2:N       0.953 
     4675        1:?        2:N       0.744 
     4676        1:?        2:N       0.991 
     4677        1:?        2:N       0.924 
     4678        1:?        2:N       0.978 
     4679        1:?        2:N       0.924 
     4680        1:?        2:N       0.861 
     4681        1:?        2:N       0.957 
     4682        1:?        2:N       0.868 
     4683        1:?        2:N       0.908 
     4684        1:?        2:N       0.991 
     4685        1:?        2:N       0.793 
     4686        1:?        2:N       0.998 
     4687        1:?        2:N       0.506 
     4688        1:?        2:N       0.592 
     4689        1:?        2:N       0.944 
     4690        1:?        2:N       0.54 
     4691        1:?        2:N       0.903 
     4692        1:?        2:N       0.989 
     4693        1:?        1:P       0.745 
     4694        1:?        2:N       0.944 
     4695        1:?        1:P       0.611 
     4696        1:?        2:N       0.887 
     4697        1:?        2:N       0.997 
     4698        1:?        2:N       0.548 
     4699        1:?        2:N       0.894 
     4700        1:?        2:N       0.977 
     4701        1:?        2:N       0.993 
     4702        1:?        2:N       0.894 
     4703        1:?        2:N       0.973 
     4704        1:?        2:N       0.993 
     4705        1:?        2:N       0.904 
     4706        1:?        2:N       0.889 
     4707        1:?        2:N       0.985 
     4708        1:?        2:N       0.948 
     4709        1:?        2:N       0.878 
     4710        1:?        2:N       0.924 
     4711        1:?        2:N       0.879 
     4712        1:?        1:P       0.667 
     4713        1:?        2:N       0.663 
     4714        1:?        2:N       0.541 
     4715        1:?        1:P       0.676 
     4716        1:?        2:N       0.648 
     4717        1:?        2:N       0.716 
